Gremio,Nombre,Dirección,Teléfono,Email,Web,Rating,Opiniones,AbiertoAhora,HorarioHoy,GoogleMaps,Lat,Lon,Fuente
Fontaneros,Instala tu caldera,"Av. de Portugal, 73, LOCAL 1, 28934 Móstoles, Madrid",911 69 77 88,venta@instalatucaldera.com,https://www.instalatucaldera.com/,4.8,295.0,True,"miércoles: 9:00–14:00, 15:00–18:00",https://maps.google.com/?cid=11287020411524669967&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.3208536,-3.8744151999999996,Google
Fontaneros,Serpasat Instalaciones S.L.,"C. Urano, 27, 28936 Móstoles, Madrid",916 65 59 51,serpasat@serpasat.net,https://serpasat.net/,4.6,9.0,True,miércoles: 9:00–18:00,https://maps.google.com/?cid=2111329927126365867&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.3119733,-3.8435433,Google
Fontaneros,Fontaneria Las Palmas,"C. de las Palmas, 64, 28938 Móstoles, Madrid",,,,,,,,https://maps.google.com/?cid=12861769288747331923&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.3177412,-3.8678104,Google
Fontaneros,Instalaciones Calema S.L.,"Calle Juan de la Cierva, 41, 28936 Móstoles, Madrid",916 45 80 00,calema@calema.eu,http://calema.eu/,2.9,17.0,True,"miércoles: 8:00–14:00, 15:30–18:00",https://maps.google.com/?cid=18246300904636554311&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.3215161,-3.8467253,Google
Fontaneros,FONTANERIA OCANA,"C. Cam. de Humanes, 14, 28938 Móstoles, Madrid",916 13 91 55,,,,,,,https://maps.google.com/?cid=196359632896800817&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.3188161,-3.8623146,Google
Fontaneros,"García Naranjo Servicios Integrales, S.L.","C. Agustina de Aragón, 8, 28938 Móstoles, Madrid",912 39 37 33,info@garcianaranjo.es,https://garcianaranjo.es/,3.1,43.0,,,https://maps.google.com/?cid=5348573409206202539&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.3195906,-3.8655142999999996,Google
Fontaneros,FONTANEROS URGENCIAS 24 HORAS MADRID,"C. del Lucero, 17, Latina, 28047 Madrid",652 66 18 46,info@fontaneros24horasmadrid.es,https://www.fontaneros24horasmadrid.es/,4.7,105.0,True,miércoles: Abierto 24 horas,https://maps.google.com/?cid=8199072346441486074&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.403172,-3.7476679,Google
Fontaneros,El Fontanero Urgente,"C. Galileo, 3, nave 27 B, 28914 Leganés, Madrid",634 31 90 36,pin@2x.png,http://www.elfontanerourgente.com/,4.3,40.0,True,miércoles: 8:00–18:00,https://maps.google.com/?cid=15081285037383912363&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.310618,-3.8053969999999997,Google
Fontaneros,Fontanero Urgencia Madrid,"C. de Zurbarán, 8, Chamberí, 28010 Madrid",683 13 98 19,,https://www.fontanerourgenciamadrid.com/?utm_source=google&utm_medium=maps&utm_campaign=fontaneros_urgencias_madrid&utm_id=Fontanero24horas,4.9,233.0,True,miércoles: Abierto 24 horas,https://maps.google.com/?cid=10722966331276652689&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.429482,-3.6933341,Google
Fontaneros,Reparaciones Urgentes Fontaneros Madrid,"Gran Vía, 6, Centro, 28013 Madrid",1554750583473,info@reparacionesurgentesenmadrid.com,https://www.reparacionesurgentesenmadrid.com/,4.2,344.0,True,miércoles: Abierto 24 horas,https://maps.google.com/?cid=2284458564317792786&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.4194938,-3.6979092000000002,Google
Fontaneros,fontanero24h O´Donnell,"Calle de O'Donnell, 16, 2º derecha, Retiro, 28009 Madrid",601 89 56 97,info@fontanero24h-odonnell.com,https://fontanero24h-odonnell.com/,5.0,16.0,True,miércoles: Abierto 24 horas,https://maps.google.com/?cid=17502768406058562065&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.4214005,-3.6773584999999995,Google
Fontaneros,"C. Fontaneros, 24","C. Fontaneros, 24, 28670 Villaviciosa de Odón, Madrid",,,,,,,,"https://maps.google.com/?q=C.+Fontaneros,+24,+28670+Villaviciosa+de+Od%C3%B3n,+Madrid,+Espa%C3%B1a&ftid=0xd4191dfcc5dc90d:0x97ebac4dcd825d22&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA",40.345383999999996,-3.9092235,Google
Fontaneros,FONTYCAM,"Ctra. Villaverde a Vallecas, 46, Villaverde, 28021 Madrid",637 65 41 60,info@averiasfontanero.com,http://averiasfontanero.com/,4.9,149.0,True,miércoles: 9:00–19:00,https://maps.google.com/?cid=1088823440880510422&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.35786960000001,-3.6844602,Google
Fontaneros,Servicios Generales Naleo S.L.,"C. Cisneros, 25, 28921 Alcorcón, Madrid",655 04 71 76,info@naleo.es,https://naleo.es/,4.6,48.0,True,miércoles: Abierto 24 horas,https://maps.google.com/?cid=9220574153979007329&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.34630080000001,-3.8303334999999996,Google
Fontaneros,Gamez y Hnos - Instalación de Calderas en Móstoles,"Av. de la Onu, 74, 28936 Móstoles, Madrid",175869980278088,,https://sites.google.com/view/persianistas-madrid-reparacion/inicio,5.0,5.0,True,"miércoles: 9:00–14:00, 16:00–19:00",https://maps.google.com/?cid=5858129641725137312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.3163342,-3.8514281,Google
Fontaneros,SAT LEGANES,"C. de Méjico, 30, LOCAL 2, 28918 Leganés, Madrid",916 88 14 44,,https://fpiquero.es/,4.9,21.0,True,miércoles: 9:30–19:00,https://maps.google.com/?cid=17716829672115534818&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.341899,-3.769211,Google
Fontaneros,Fontanero Villaviciosa de Odón,"Odonbuild, C. Cueva de la Mora, 7, 28670 Villaviciosa de Odón, Madrid",919 93 09 47,,https://sites.google.com/view/fontanero-villaviciosa-de-odn/inicio,5.0,4.0,True,miércoles: 8:00–20:30,https://maps.google.com/?cid=14130374138132256381&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.3562361,-3.907941299999999,Google
Fontaneros,Saltoki,"C. Puerto Navafría, 21, 28935 Móstoles, Madrid",916 16 94 70,atencionalcliente@saltoki.es,https://www.saltoki.com/,4.1,174.0,True,miércoles: 7:00–19:30,https://maps.google.com/?cid=2596864137238861590&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,40.351076,-3.867527,Google
